Advertiser,Campaign,Site (CM360),Placement,Ad,Creative,Date,Impressions,Clicks,Click Rate
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Tik Tok (AE),CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,Tracking,7/24/25,14228,4,0.03
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Tik Tok (AE),CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,Tracking,7/25/25,31763,9,0.03
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Tik Tok (AE),CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,Tracking,7/26/25,25490,8,0.03
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Tik Tok (AE),CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,CH~Social_PB~Tik Tok (AE)_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-9x16-45s_AU~None,Tracking,7/27/25,21963,5,0.02
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/21/25,107906,11,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/22/25,101670,14,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/23/25,89317,8,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/24/25,99636,2,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/25/25,97500,12,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/26/25,106153,8,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Awareness_QU~Q2Q3_YR~2025_MB~Brand Awareness,Twitter - Official,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,CH~Social_PB~Twitter - Official_SZ~1x1_DT~None_LG~Grn_MK~DE_PD~Awareness-Video-Summer25-Mashup-NA-DE-Grm-1x1-45s_AU~None,Tracking,7/27/25,118278,10,0.01
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/21/25,17,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/22/25,9,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/23/25,12,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/24/25,8,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/25/25,21,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/26/25,10,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-Jazz-DE-Grn-300x250-NA,7/27/25,24,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/21/25,721,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/22/25,550,1,0.18
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/23/25,809,3,0.37
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/24/25,983,1,0.1
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/25/25,854,1,0.12
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/26/25,950,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-WBW-DE-Grn-300x250-NA,7/27/25,1230,1,0.08
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/21/25,7,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/22/25,17,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/23/25,10,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/24/25,9,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/25/25,13,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/26/25,13,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Excite-YWW-DE-Grn-300x250-NA,7/27/25,19,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/21/25,11,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/22/25,12,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/23/25,15,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/24/25,25,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/25/25,13,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/26/25,11,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LAD-DE-Grn-300x250-NA,7/27/25,17,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/21/25,13,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/22/25,9,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/23/25,10,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/24/25,19,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/25/25,22,0,0
Destination (VAD),AN~Destination (VAD)_OC~Summer 2025_CN~Summer 2025 T1_MK~MM_CA~Engagement_QU~Q2Q3_YR~2025_MB~Brand Awareness,AOD (AE),CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,CH~Display_PB~AOD (AE)_SZ~300x250_DT~None_LG~Grn_MK~DE_PD~Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA_AU~None,Engagement-Display-Summer25-Inspire-LADKM-DE-Grn-300x250-NA,7/26/25,18,0,0
